58,95,0,62,84,-9,63,74,-15,65,66,-19,70,61,-24,50,78,-16,39,73,-21,32,67,-25,27,61,-27,44,84,-13,32,76,-18,25,68,-21,21,61,-22,41,87,-11,29,80,-15,23,71,-17,20,64,-18,39,89,-10,31,82,-13,26,75,-14,23,69,-14,50,70,-1,51,59,-3,50,48,-6,49,39,-8,47,30,-10,42,45,-8,56,44,-12,55,47,-14,51,49,-15,41,52,-9,57,52,-13,55,56,-13,50,56,-14,42,60,-10,57,60,-13,54,63,-11,50,64,-10,44,69,-12,55,68,-15,53,69,-15,50,69,-15,HELP
61,95,0,65,84,-9,66,74,-16,68,66,-21,73,61,-26,53,79,-17,42,73,-24,35,67,-27,30,62,-30,48,84,-15,36,77,-21,29,68,-23,23,61,-25,45,88,-13,34,80,-17,27,72,-19,23,65,-20,43,90,-11,35,83,-14,30,78,-16,26,72,-16,48,64,0,50,54,-5,51,45,-9,51,38,-13,49,30,-16,44,46,-14,58,44,-19,57,46,-21,53,47,-22,43,55,-14,59,52,-18,56,54,-18,52,55,-18,44,63,-14,58,60,-17,55,61,-15,51,62,-14,46,70,-15,55,68,-18,53,68,-17,49,69,-17,HELP
61,95,0,66,84,-8,67,75,-14,69,67,-19,74,62,-23,54,79,-15,44,74,-21,37,68,-24,31,62,-26,48,85,-13,36,77,-18,30,68,-21,25,61,-22,45,88,-12,34,80,-16,28,72,-18,24,65,-19,43,89,-11,35,83,-13,31,76,-15,27,70,-15,52,69,-1,53,58,-4,53,47,-7,52,39,-9,50,30,-11,45,46,-10,59,44,-14,58,47,-16,53,49,-18,44,54,-10,60,52,-15,57,55,-15,53,57,-16,45,62,-11,60,60,-14,56,63,-13,52,64,-12,46,70,-12,57,69,-15,55,70,-16,51,71,-16,HELP
62,95,0,67,85,-9,68,75,-16,70,67,-21,75,62,-26,55,79,-18,45,74,-24,38,68,-28,33,62,-30,50,85,-16,37,78,-21,30,69,-24,26,61,-25,47,89,-14,35,81,-18,28,72,-20,24,64,-21,45,91,-12,36,83,-15,32,76,-17,28,69,-17,54,69,-1,55,59,-4,54,48,-7,52,39,-9,50,30,-11,46,46,-9,60,44,-14,59,48,-16,54,50,-18,44,54,-9,61,52,-14,58,56,-15,54,57,-16,45,62,-10,60,59,-14,57,63,-13,53,64,-12,47,70,-11,57,69,-15,55,69,-15,51,69,-16,HELP
63,94,0,67,84,-9,69,75,-16,71,67,-21,76,62,-27,56,80,-18,46,74,-25,39,68,-29,33,62,-31,50,85,-16,39,76,-22,31,68,-25,26,60,-27,47,88,-14,36,80,-19,29,71,-21,25,64,-23,45,89,-12,37,83,-16,32,76,-18,28,70,-19,54,69,-1,55,58,-5,54,47,-8,53,39,-11,51,30,-13,46,47,-11,60,44,-16,59,48,-19,54,50,-21,44,55,-11,61,52,-16,59,57,-16,54,57,-17,45,63,-11,59,60,-15,57,63,-14,53,63,-13,47,71,-12,51,69,-17,45,67,-18,39,65,-18,HELP
63,95,0,68,84,-10,69,75,-17,72,67,-22,77,61,-28,57,80,-19,47,74,-26,40,68,-30,34,62,-33,51,85,-17,40,78,-23,33,69,-25,27,62,-27,48,89,-14,37,81,-19,30,73,-21,26,65,-22,46,90,-12,37,83,-16,32,77,-17,29,71,-18,54,69,-1,55,59,-4,54,48,-7,53,39,-10,51,30,-12,47,47,-11,61,44,-16,60,48,-18,55,50,-20,46,54,-12,62,52,-16,59,56,-17,54,57,-18,46,62,-12,60,59,-16,57,62,-14,52,63,-13,47,69,-13,54,68,-17,50,68,-18,44,67,-19,HELP
65,94,0,69,84,-9,70,75,-16,72,67,-21,77,62,-27,58,80,-19,47,74,-26,40,67,-29,35,61,-32,52,86,-17,40,77,-22,33,69,-25,28,61,-26,49,89,-14,37,81,-19,31,73,-21,27,65,-22,47,91,-13,38,84,-16,34,78,-17,30,72,-18,55,70,-1,55,59,-4,55,48,-7,54,39,-10,52,30,-12,48,47,-11,62,44,-16,60,47,-18,56,49,-19,46,55,-12,62,51,-16,60,56,-16,55,56,-16,47,63,-13,61,59,-16,58,62,-13,54,62,-12,48,71,-14,55,68,-17,51,67,-17,46,66,-17,HELP
64,95,0,69,85,-10,70,75,-17,73,67,-22,78,62,-28,58,80,-19,47,74,-26,40,67,-30,35,61,-32,52,85,-16,40,77,-22,33,69,-25,28,61,-27,49,89,-14,38,81,-19,31,72,-21,27,65,-22,47,90,-12,39,83,-16,34,77,-17,30,70,-18,55,69,-1,56,58,-3,56,47,-6,55,38,-9,53,29,-11,48,46,-10,61,43,-15,60,46,-17,56,48,-18,46,54,-11,63,51,-15,60,55,-15,55,56,-15,47,62,-12,61,58,-15,58,61,-13,54,62,-12,48,70,-13,55,67,-17,51,67,-17,46,66,-17,HELP
65,95,0,69,84,-9,70,75,-16,73,66,-22,78,61,-27,59,79,-19,48,74,-26,41,67,-30,36,61,-33,53,85,-17,41,77,-23,34,68,-26,29,61,-28,50,89,-15,38,81,-20,32,72,-22,27,64,-24,48,91,-14,39,84,-17,35,77,-19,31,71,-20,55,68,-1,56,58,-5,56,47,-8,54,39,-11,52,29,-13,48,46,-13,63,43,-18,61,47,-20,56,49,-21,47,54,-13,63,51,-18,60,55,-17,56,56,-17,47,63,-14,61,59,-17,58,62,-14,55,63,-13,49,71,-14,52,68,-19,46,66,-19,41,63,-20,HELP
65,95,0,69,84,-9,70,74,-16,73,66,-21,79,61,-26,59,80,-19,48,74,-26,42,67,-29,36,61,-32,53,85,-17,41,77,-23,34,68,-25,29,61,-27,49,89,-15,38,81,-20,32,72,-22,28,64,-23,47,90,-13,39,84,-17,34,77,-18,30,71,-19,56,70,-1,56,59,-3,56,47,-7,55,38,-9,53,28,-12,48,46,-11,63,44,-15,61,48,-17,57,49,-18,47,54,-12,63,52,-16,61,57,-15,56,57,-15,48,63,-13,62,59,-16,58,63,-13,54,64,-11,50,71,-14,54,69,-18,49,67,-19,43,66,-19,HELP
